run_id,model,weighting,feature_mode,feature_space,num_features,seed,optimal_threshold,val_illicit_f1,val_pr_auc,val_illicit_precision,val_illicit_recall,val_roc_auc,test_illicit_f1,test_pr_auc,test_illicit_precision,test_illicit_recall,test_macro_f1,test_roc_auc,test_mcc,test_accuracy,test_tp,test_fp,test_tn,test_fn
45,Logistic Regression,Standard,full,Full Features (165),165,999,0.77,0.5921192758253461,0.48259071864806324,0.5650406504065041,0.6219239373601789,0.9320645719539716,0.4014925373134328,0.2754407143127624,0.3821022727272727,0.4229559748427673,0.6816764569770513,0.8603778653081569,0.36398788709758695,0.9282904148783977,269,435,10113,367
46,Logistic Regression,Weighted,full,Full Features (165),165,42,0.93,0.5526552655265526,0.4365806725556445,0.4623493975903614,0.6868008948545862,0.920052227968601,0.34801762114537443,0.21974381943007784,0.2677966101694915,0.4968553459119497,0.6452038280892306,0.85387196714391,0.312806197778444,0.894134477825465,316,864,9684,320
47,Logistic Regression,Weighted,full,Full Features (165),165,123,0.93,0.5526552655265526,0.4365806725556445,0.4623493975903614,0.6868008948545862,0.920052227968601,0.34801762114537443,0.21974381943007784,0.2677966101694915,0.4968553459119497,0.6452038280892306,0.85387196714391,0.312806197778444,0.894134477825465,316,864,9684,320
48,Logistic Regression,Weighted,full,Full Features (165),165,456,0.93,0.5526552655265526,0.4365806725556445,0.4623493975903614,0.6868008948545862,0.920052227968601,0.34801762114537443,0.21974381943007784,0.2677966101694915,0.4968553459119497,0.6452038280892306,0.85387196714391,0.312806197778444,0.894134477825465,316,864,9684,320
49,Logistic Regression,Weighted,full,Full Features (165),165,789,0.93,0.5526552655265526,0.4365806725556445,0.4623493975903614,0.6868008948545862,0.920052227968601,0.34801762114537443,0.21974381943007784,0.2677966101694915,0.4968553459119497,0.6452038280892306,0.85387196714391,0.312806197778444,0.894134477825465,316,864,9684,320
50,Logistic Regression,Weighted,full,Full Features (165),165,999,0.93,0.5526552655265526,0.4365806725556445,0.4623493975903614,0.6868008948545862,0.920052227968601,0.34801762114537443,0.21974381943007784,0.2677966101694915,0.4968553459119497,0.6452038280892306,0.85387196714391,0.312806197778444,0.894134477825465,316,864,9684,320
51,Random Forest,Standard,full,Full Features (165),165,42,0.52,0.952046783625731,0.9550573226060093,0.9975490196078431,0.9105145413870246,0.9865323408065856,0.726027397260274,0.6595322432907704,0.961139896373057,0.5833333333333334,0.8564550928023472,0.8615984758504399,0.7382527399090206,0.974964234620887,371,15,10533,265
52,Random Forest,Standard,full,Full Features (165),165,123,0.48,0.9502890173410404,0.9548278659643273,0.9832535885167464,0.9194630872483222,0.9858965838273546,0.7227053140096619,0.6597430259257568,0.9373433583959899,0.5880503144654088,0.8546259894006496,0.8602975198135865,0.7312697956044837,0.9743383404864091,374,25,10523,262
53,Random Forest,Standard,full,Full Features (165),165,456,0.57,0.9461358313817331,0.9562308111918014,0.9926289926289926,0.9038031319910514,0.9879006389979191,0.7267326732673267,0.6635741593325193,0.9812834224598931,0.5770440251572327,0.856905057487676,0.8775570438105051,0.7424618933740397,0.9753218884120172,367,7,10541,269
54,Random Forest,Standard,full,Full Features (165),165,789,0.51,0.9487179487179487,0.9560310259027551,0.9902676399026764,0.9105145413870246,0.9884160816326168,0.7209302325581395,0.6564159125093536,0.9393939393939394,0.5849056603773585,0.8537159599236142,0.8582765101375442,0.7301106081115605,0.9742489270386266,372,24,10524,264
